country_or_area,year,value,category
Austria,2010,84946.0197097698,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,2011,69774.2213716337,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ukraine,2002,98.6552079088839,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Estonia,2006,154.56619902732,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Romania,2012,7138.0604970156,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1999,29354.6780165537,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,1996,12908.4610704903,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Norway,2014,53190.6071843461,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Greece,2000,122.260247232,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Hungary,2000,8957.81834187386,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,2012,20045.1331829963,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,1999,459840.64226897,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,1990,692.7671315344,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Iceland,2007,74.0507553989458,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Greece,2011,4661.65509784493,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
France,2008,765.668792524516,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,2009,7310.85975392882,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,2014,64262.5639931315,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2002,3087.040280256,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Greece,2003,131655.183439536,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2006,937.230360912863,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Japan,2011,1354616.00721129,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Portugal,1997,15.459282871632,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
United States of America,2008,396777.08976209,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,1991,34229.660541312,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
France,1990,4402.19994328629,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Turkey,2009,310580.701035275,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Malta,2007,3176.82792351988,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,1990,3767555.04426468,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Denmark,2006,5389.35753047604,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2011,0.06064807197405,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,2006,12764.3230125319,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Ukraine,1999,25236.4015179279,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,1999,168.71333572425,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Austria,2011,82626.6380188969,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2000,203.987622542034,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
European Union,1996,69.4206446022,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Czech Republic,2005,12.7351649519389,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Luxembourg,2008,267.234508701033,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2007,1713.19300956487,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Cyprus,1995,5848.043785196,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Malta,1996,2329.18169821771,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Denmark,2011,908.385404005149,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Australia,1995,1004.03211082861,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2012,190.207896850381,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Romania,1996,2052.54651,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Denmark,1991,8279.66224670937,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1997,3904.524176,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Cyprus,2005,9307.98055927861,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Norway,2000,891.414097111176,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Netherlands,2006,1862.2158477285,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Switzerland,1991,46144.809538993,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
New Zealand,1994,27879.0592141093,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,2010,98.720902832496,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Slovenia,2012,291.47582668555,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Portugal,2008,78598.9029025128,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,1996,12876.015337941,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,2011,15235.3118308039,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,2007,74268.1107226333,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,1991,323.59787259829,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1998,107654.320599012,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Sweden,1997,322.873370033352,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,1990,222182.482223075,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Poland,1994,443218.560379242,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,1990,5624.6499220004,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Norway,2008,806.139552937448,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Russian Federation,1996,13611.0757080152,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Belgium,2011,225.503225953068,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Netherlands,2004,370.479202250001,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Hungary,2008,108.213700294104,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Sweden,1999,7404.10061602602,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Norway,2014,1187.55106145532,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Germany,2010,36952.5090330272,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Croatia,2004,347.888372,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,1993,5222.4745987816,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,2006,3.49545528125816,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovenia,2004,130.198036732986,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Estonia,2010,19911.6818808835,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,1996,2059.62390688042,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Germany,2012,926338.361640261,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Norway,1999,42691.7563679429,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,1995,797.53350701,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,1994,6.88,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Japan,1991,14206.0423489773,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
United Kingdom,1994,611.395678830763,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Greece,1990,7402.64281402762,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Latvia,2009,1944.00369228414,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2004,65.342058738444,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Netherlands,2014,157789.581719585,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Iceland,1997,548.487618181255,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,1996,4.72378228524326,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Romania,1997,175492.32678625,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Denmark,1992,85.1637,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Ukraine,2001,0.463154811684,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Austria,1990,470.6083777302,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2011,2.47508,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Belgium,2012,118761.338189887,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,1995,4.896833536644,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belgium,2011,122833.395512317,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Canada,1998,120647.45834463,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,2008,5120.15578648425,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,1990,521920.60052839,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ireland,1997,15348.9427625121,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Estonia,1996,34.5582801517728,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United Kingdom,1991,1318.53752482115,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Germany,2009,788422.437923384,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,2002,74153.5781963387,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
France,2011,636.210690386028,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Croatia,2011,563.133823,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Poland,2002,21318.7063987095,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,2009,356.5110335,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,2011,403271.359627781,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Finland,2006,5725.75086732767,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,1996,2.91706098052766,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,1990,472995.97389518,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Canada,1992,625134.003492663,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Slovenia,2009,19595.3672464151,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Malta,1994,2483.68564592841,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Bulgaria,2013,1277.85761926218,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
United States of America,1996,6949838.00415347,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
United States of America,2007,7422207.96295139,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Slovakia,1994,0.1958936,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Cyprus,2014,320.54079856597,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Germany,2012,57647.4129377664,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,2009,89223.65625899,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,1993,84263.0078976228,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,1998,415621.321964273,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Luxembourg,2009,6.494876269584,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Australia,2014,98076.1094012298,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,2012,4.42665457510988,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United Kingdom,1993,135765.417974994,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,1994,58450.5970202985,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Greece,2002,6172.35756103089,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,2010,519972.333135512,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ukraine,1990,693024.76655995,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2000,248.174546686285,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,2011,307.348685361924,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Russian Federation,2004,2471236.40549359,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,1994,70.956369,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Malta,2009,3073.96151644768,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ireland,2010,12632.7938618075,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Italy,2014,11977.713702619,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,2007,3813.99986008563,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,2000,4.10347221113633,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Greece,2005,6.156,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Denmark,2005,51307.2445174626,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,1999,11071.1025909106,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,2001,1839.66585225867,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Austria,1993,10073.8331987497,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Poland,1997,373.92872266228,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Croatia,2011,2356.55447754079,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,2010,2524.07745003776,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Turkey,2014,467550.376938556,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
France,1990,2221.76578319338,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Lithuania,2014,0.291368,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Iceland,1998,43.211936923695,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Malta,1991,2189.15593364156,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Spain,1993,1065.87726971838,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Czech Republic,2013,128972.774339361,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Austria,2007,87241.1545305627,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Slovakia,2011,20.1059625382802,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Romania,1995,128587.003639727,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Ireland,2013,13224.5004360501,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2008,565.999678438,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
European Union,2003,10162.3007913942,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
France,2000,2379.76531515877,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Slovenia,2000,15460.154173141,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Hungary,2000,73556.6927025833,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Romania,1996,131939.69450211,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2003,8102.16179231695,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Finland,1996,77446.1272704028,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2010,3633.2058817232,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Belgium,1994,495.789565242139,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Denmark,2010,18.672612787802,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
European Union,2009,254094.405670615,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,1999,140428.949751359,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Greece,2012,11249.2097049828,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,2003,0.122288256,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Russian Federation,2013,89940.2264159072,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Monaco,1990,1.64555106483988,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,2010,9571.65722046227,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
United States of America,1992,776869.789751931,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belarus,2012,60636.851387067,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Netherlands,2011,7855.24805918649,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,1991,3999.47283837756,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Croatia,2005,23451.8458466746,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Japan,1992,32.888772785924,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Latvia,2001,11060.0802288106,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Latvia,1999,11037.6382632983,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2003,737661.372592713,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,2002,301.112250057419,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Slovakia,2006,3515.89052371799,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Russian Federation,2004,18416.2198323824,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Spain,2013,213.8560656,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Romania,2008,143548.868953372,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Iceland,2003,2792.72313185368,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Germany,2000,43274.075126665,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Slovakia,2009,441.626979457085,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Latvia,2000,10460.6847806777,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Poland,2006,411535.543517724,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Czech Republic,2005,112.32147139974,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Switzerland,2000,2561.19625361253,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Sweden,1992,5557.16625731658,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Switzerland,1990,44115.5340859731,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,2000,8326.88573407511,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Sweden,2010,64997.0873748557,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Finland,1995,71644.301372275,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Belgium,2013,1.24184,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
Austria,1998,869.88236663436,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Iceland,1991,3463.43779029116,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Ireland,1991,15060.9463728375,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,2004,914.7121712975,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Greece,1990,104716.492083172,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
France,1997,2697.74004238198,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Germany,1993,2256.3898262972,perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent
Bulgaria,2007,8.81427942954,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Belarus,1995,80369.782345399,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
United States of America,1997,6999999.10041935,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Liechtenstein,1999,0.00456,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
Slovenia,1998,990.858340931983,nitrous_oxide_n2o_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Cyprus,2002,7160.388457603,carbon_dioxide_co2_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Portugal,2003,13510.7943363221,methane_ch4_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent
Luxembourg,1999,26.2454104674468,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Germany,1991,45.9220062644,hydrofluorocarbons_hfcs_emissions_in_kilotonne_co2_equivalent
Norway,1992,672.583343656764,sulphur_hexafluoride_sf6_emissions_in_kilotonne_co2_equivalent
France,2007,538725.788205634,greenhouse_gas_ghgs_emissions_including_indirect_co2_without_lulucf_in_kilotonne_co2_equivalent
Germany,1995,5.289716724,nitrogen_trifluoride_nf3_emissions_in_kilotonne_co2_equivalent
