des,close_approach_date,dist_km,relative_velocity_km_s,is_potentially_hazardous
NEO1948,2025-12-10,200459,3.9,False
NEO1949,2025-08-16,153621,11.4,False
NEO1950,2025-11-19,51477,5.6,True
NEO1951,2025-05-13,131755,13.5,False
NEO1952,2025-10-12,290358,10.2,False
NEO1953,2025-12-28,98535,3.4,True
NEO1954,2025-03-17,248282,10.0,True
NEO1955,2025-01-29,178403,4.5,True
NEO1956,2025-11-22,64409,8.6,False
NEO1957,2025-07-13,85440,3.2,True
NEO1958,2025-05-15,177603,10.1,True
NEO1959,2025-06-07,45641,13.7,True
NEO1960,2025-04-13,138468,7.9,False
NEO1961,2025-11-18,233239,4.3,False
NEO1962,2025-08-13,134402,9.8,False
NEO1963,2025-07-07,195666,9.5,True
NEO1964,2025-04-21,184305,11.0,True
NEO1965,2025-04-21,274748,13.9,False
NEO1966,2025-11-27,52648,8.9,False
NEO1967,2025-10-11,161899,5.2,False
NEO1968,2025-07-19,103846,4.6,False
NEO1969,2025-09-24,114307,7.2,False
NEO1970,2025-03-01,93232,13.8,True
NEO1971,2025-05-08,100471,11.5,False
NEO1972,2025-03-22,120014,10.0,False
NEO1973,2025-04-07,275681,11.8,True
NEO1974,2025-12-14,120929,7.3,True
NEO1975,2025-02-09,250892,10.1,False
NEO1976,2025-04-04,203306,3.1,False
NEO1977,2025-09-28,76128,7.8,False
NEO1978,2025-10-22,219769,3.6,True
NEO1979,2025-03-28,47589,7.7,True
NEO1980,2025-11-25,116494,10.2,True
NEO1981,2025-09-16,68669,11.5,False
NEO1982,2025-06-20,246325,9.9,True
NEO1983,2025-03-13,161726,8.1,False
NEO1984,2025-12-31,187118,6.7,False
NEO1985,2025-11-26,188379,11.2,True
NEO1986,2025-08-31,214550,7.0,False
NEO1987,2025-05-06,253616,12.8,True
NEO1988,2025-09-25,292412,4.0,True
NEO1989,2025-02-01,78147,13.1,True
NEO1990,2025-02-13,159514,4.2,True
NEO1991,2025-01-15,173295,9.1,True
NEO1992,2025-11-12,249163,13.8,False
NEO1993,2025-09-21,119962,13.1,False
NEO1994,2025-09-10,177756,6.6,False
NEO1995,2025-10-26,242748,11.1,True
NEO1996,2025-03-19,220986,11.8,True
NEO1997,2025-02-19,158092,9.0,True
NEO1998,2025-09-09,178889,12.1,False
NEO1999,2025-10-12,230963,10.2,False
NEO2000,2025-07-24,221357,4.4,True
NEO2001,2025-05-07,183795,5.8,False
NEO2002,2025-07-03,37215,9.4,False
NEO2003,2025-03-15,253402,10.5,False
NEO2004,2025-01-25,179180,10.5,True
NEO2005,2025-01-14,264513,4.6,False
NEO2006,2025-06-15,258754,5.0,False
NEO2007,2025-03-02,111212,10.8,False
NEO2008,2025-07-17,49161,4.7,True
NEO2009,2025-07-26,155876,12.0,True
NEO2010,2025-01-27,230266,7.4,True
NEO2011,2025-11-07,273686,7.2,False
NEO2012,2025-03-21,215722,4.7,False
NEO2013,2025-03-02,140953,10.4,True
NEO2014,2025-02-11,123532,12.8,True
NEO2015,2025-03-24,274478,8.2,True
NEO2016,2025-01-11,289034,9.9,False
NEO2017,2025-04-30,208028,7.9,False
NEO2018,2025-08-18,116787,4.4,False
NEO2019,2025-08-16,80558,10.1,True
NEO2020,2025-12-15,222430,14.6,True
NEO2021,2025-12-11,177212,13.4,False
NEO2022,2025-06-28,75040,13.7,True
NEO2023,2025-07-12,71855,12.4,False
NEO2024,2025-12-05,79898,8.6,False
NEO2025,2025-02-26,249489,7.7,True
NEO2026,2025-04-26,166623,13.7,False
NEO2027,2025-07-20,105203,7.0,False
NEO2028,2025-07-04,75402,12.8,False
NEO2029,2025-01-15,240172,3.3,True
NEO2030,2025-01-25,137520,13.9,False
NEO2031,2025-12-12,241639,13.5,False
NEO2032,2025-05-30,276837,7.4,False
NEO2033,2025-10-10,297196,8.8,True
NEO2034,2025-11-18,34192,5.2,False
NEO2035,2025-09-18,251851,3.6,False
NEO2036,2025-09-05,139288,3.8,False
NEO2037,2025-11-10,287882,13.3,False
NEO2038,2025-08-06,47979,11.0,True
NEO2039,2025-02-16,127624,5.8,False
NEO2040,2025-10-14,202184,9.3,True
NEO2041,2025-07-18,73528,12.9,False
NEO2042,2025-08-22,145172,14.0,False
NEO2043,2025-03-08,288636,7.2,True
NEO2044,2025-09-26,194146,11.7,False
NEO2045,2025-12-29,214701,4.2,True
NEO2046,2025-06-21,69466,12.5,False
NEO2047,2025-02-14,223052,12.3,False
NEO2048,2025-06-28,267394,11.3,False
NEO2049,2025-10-11,259331,9.1,True
NEO2050,2025-11-12,274191,11.0,True
NEO2051,2025-12-25,241352,6.1,False
NEO2052,2025-12-16,60847,12.7,True
NEO2053,2025-11-15,52423,6.5,True
NEO2054,2025-03-19,57054,5.5,False
NEO2055,2025-10-19,78501,14.5,True
NEO2056,2025-11-11,219206,10.7,False
NEO2057,2025-07-11,213042,6.2,False
NEO2058,2025-04-06,51508,6.1,True
NEO2059,2025-08-02,286791,12.7,False
NEO2060,2025-11-10,127347,12.1,True
NEO2061,2025-07-08,72616,9.4,False
NEO2062,2025-08-03,253556,3.8,False
NEO2063,2025-05-05,116253,3.9,True
NEO2064,2025-09-10,54887,12.0,False
NEO2065,2025-04-01,129447,3.5,False
NEO2066,2025-10-04,240404,8.5,True
NEO2067,2025-07-28,56603,7.4,False
NEO2068,2025-04-25,71043,10.0,False
NEO2069,2025-01-09,223319,8.6,False
NEO2070,2025-11-03,54769,11.1,False
NEO2071,2025-02-03,148783,10.5,True
NEO2072,2025-09-17,97445,6.0,True
NEO2073,2025-07-19,100461,9.5,False
NEO2074,2025-01-10,147477,12.9,False
NEO2075,2025-12-19,126731,5.0,False
NEO2076,2025-06-17,123627,10.0,False
NEO2077,2025-02-28,161614,9.8,False
NEO2078,2025-11-28,115501,5.2,False
NEO2079,2025-12-05,65058,5.4,True
NEO2080,2025-06-21,234150,9.3,True
NEO2081,2025-09-01,297450,7.1,True
NEO2082,2025-01-16,190498,11.9,False
NEO2083,2025-05-06,128806,10.8,True
NEO2084,2025-04-12,228363,10.7,False
NEO2085,2025-04-27,245625,12.7,False
NEO2086,2025-11-12,247925,12.3,True
NEO2087,2025-02-07,103830,3.3,False
NEO2088,2025-07-18,118120,8.3,False
NEO2089,2025-07-11,254473,11.7,True
NEO2090,2025-07-12,175132,10.0,True
NEO2091,2025-04-01,282533,12.8,False
NEO2092,2025-06-07,226641,11.3,True
NEO2093,2025-12-06,63127,7.4,False
NEO2094,2025-08-30,259355,7.9,False
NEO2095,2025-06-21,255151,5.5,True
NEO2096,2025-05-10,47588,10.5,False
NEO2097,2025-05-16,149327,8.3,True
NEO2098,2025-09-12,240134,9.8,False
NEO2099,2025-09-22,137414,13.4,True
NEO2100,2025-12-16,127271,10.0,False
NEO2101,2025-09-10,284805,14.8,False
NEO2102,2025-08-20,70972,6.4,True
NEO2103,2025-12-07,156021,11.7,True
NEO2104,2025-09-28,33549,5.5,False
NEO2105,2025-12-25,31542,5.4,False
NEO2106,2025-06-06,101508,10.3,False
NEO2107,2025-02-10,86895,9.4,True
NEO2108,2025-06-02,255361,12.7,True
NEO2109,2025-03-05,181565,12.8,True
NEO2110,2025-07-30,269144,11.5,True
NEO2111,2025-03-13,278701,4.0,True
NEO2112,2025-03-08,120104,12.2,True
NEO2113,2025-09-02,66104,9.2,True
NEO2114,2025-07-04,120505,3.6,False
NEO2115,2025-11-10,222495,10.0,True
NEO2116,2025-01-02,202056,6.0,True
NEO2117,2025-01-28,73679,12.8,True
NEO2118,2025-08-12,210194,4.6,True
NEO2119,2025-12-30,129218,9.1,False
NEO2120,2025-03-05,286605,9.0,True
NEO2121,2025-06-30,55981,6.0,False
NEO2122,2025-08-12,167682,10.0,True
NEO2123,2025-06-03,236127,6.0,False
NEO2124,2025-07-29,204483,9.7,False
NEO2125,2025-11-05,199177,12.2,True
NEO2126,2025-08-18,284352,14.2,True
NEO2127,2025-09-16,175632,4.3,False
NEO2128,2025-02-24,106722,3.2,False
NEO2129,2025-08-04,158126,7.5,True
NEO2130,2025-03-19,198486,4.7,False
NEO2131,2025-10-17,53630,4.1,False
NEO2132,2025-04-30,272564,7.1,False
NEO2133,2025-12-16,275184,7.3,True
NEO2134,2025-01-15,205628,5.7,False
NEO2135,2025-03-21,287052,6.5,False
NEO2136,2025-02-21,120969,14.0,False
NEO2137,2025-05-13,208605,11.9,False
NEO2138,2025-04-17,112935,14.6,True
NEO2139,2025-07-09,220701,3.2,True
NEO2140,2025-02-21,194566,11.4,True
NEO2141,2025-05-14,241784,3.5,False
NEO2142,2025-03-07,68788,7.2,True
NEO2143,2025-10-07,260920,10.4,False
NEO2144,2025-06-04,283151,9.2,False
NEO2145,2025-02-07,225254,5.0,False
NEO2146,2025-01-21,277263,14.8,False
NEO2147,2025-02-21,238854,6.8,False
NEO2148,2025-04-04,100375,12.7,False
NEO2149,2025-11-09,135281,12.9,False
NEO2150,2025-09-30,159516,10.0,True
NEO2151,2025-07-01,141666,14.0,False
NEO2152,2025-03-07,56094,7.8,True
NEO2153,2025-02-27,61207,13.3,True
NEO2154,2025-02-08,81880,4.4,False
NEO2155,2025-02-22,158809,8.9,True
NEO2156,2025-02-22,277643,12.4,True
NEO2157,2025-09-08,219590,8.7,True
NEO2158,2025-03-01,140790,4.5,True
NEO2159,2025-10-29,64248,6.3,False
NEO2160,2025-08-22,251804,3.8,True
NEO2161,2025-03-05,148487,4.4,False
NEO2162,2025-12-23,225090,4.9,False
NEO2163,2025-08-21,243606,13.6,False
NEO2164,2025-06-01,245449,14.6,False
NEO2165,2025-01-07,203174,11.7,False
NEO2166,2025-03-24,41139,8.0,False
NEO2167,2025-10-21,107824,4.1,True
NEO2168,2025-01-03,108973,10.1,False
NEO2169,2025-07-14,80769,13.9,False
NEO2170,2025-03-13,54186,8.9,False
NEO2171,2025-04-21,266379,9.3,True
NEO2172,2025-09-23,297694,10.5,False
NEO2173,2025-06-13,138328,6.5,True
NEO2174,2025-10-03,278367,8.7,True
NEO2175,2025-02-24,295015,7.7,True
NEO2176,2025-03-15,139532,14.3,False
NEO2177,2025-09-10,108747,8.3,True
NEO2178,2025-03-27,276656,4.4,True
NEO2179,2025-11-10,233152,7.5,False
NEO2180,2025-12-30,105014,8.1,True
NEO2181,2025-09-23,102967,8.8,True
NEO2182,2025-01-23,73335,14.3,True
NEO2183,2025-08-27,151747,10.5,True
NEO2184,2025-08-28,266016,12.2,True
NEO2185,2025-04-02,190440,8.7,False
NEO2186,2025-09-25,57416,4.3,True
NEO2187,2025-10-15,148043,8.6,False
NEO2188,2025-10-28,57462,13.9,True
NEO2189,2025-03-31,39289,6.7,True
NEO2190,2025-09-02,135230,11.1,False
NEO2191,2025-04-27,163824,7.4,True
NEO2192,2025-10-02,164057,10.7,True
NEO2193,2025-05-14,86121,11.2,False
NEO2194,2025-06-04,229553,3.7,True
NEO2195,2025-11-12,166223,13.8,False
NEO2196,2025-03-16,157403,9.8,True
NEO2197,2025-09-01,272763,6.9,True
NEO2198,2025-08-07,263838,13.6,False
NEO2199,2025-10-31,278811,11.7,True
NEO2200,2025-01-29,187326,7.1,False
NEO2201,2025-12-27,82040,9.5,True
NEO2202,2025-03-10,119811,9.3,False
NEO2203,2025-01-13,42246,3.8,False
NEO2204,2025-02-07,146061,14.3,True
NEO2205,2025-04-28,232242,9.0,True
NEO2206,2025-03-14,197610,6.7,False
NEO2207,2025-10-21,138536,8.6,False
NEO2208,2025-06-29,145094,8.4,False
NEO2209,2025-08-22,104308,15.0,False
NEO2210,2025-10-02,211254,12.9,False
NEO2211,2025-10-14,216662,7.6,True
NEO2212,2025-03-09,192381,7.3,True
NEO2213,2025-06-01,108953,13.6,False
NEO2214,2025-05-26,235453,3.7,False
NEO2215,2025-06-24,192388,3.0,True
NEO2216,2025-06-30,274715,6.9,False
NEO2217,2025-07-06,248885,9.6,True
NEO2218,2025-06-11,274352,3.0,False
NEO2219,2025-01-07,67665,7.7,False
NEO2220,2025-12-14,279236,10.4,False
NEO2221,2025-03-15,175043,5.4,True
NEO2222,2025-01-29,193479,10.6,False
NEO2223,2025-03-23,231545,13.7,True
NEO2224,2025-07-01,87679,6.2,False
NEO2225,2025-08-15,220295,8.9,True
NEO2226,2025-12-11,110044,13.9,True
NEO2227,2025-07-18,103264,13.1,True
NEO2228,2025-01-08,78168,3.6,True
NEO2229,2025-07-08,138350,6.8,False
NEO2230,2025-01-05,134057,9.6,False
NEO2231,2025-04-18,63045,12.0,False
NEO2232,2025-10-01,225744,9.4,False
NEO2233,2025-05-09,105880,14.4,False
NEO2234,2025-12-18,128133,5.0,False
NEO2235,2025-07-13,271788,12.2,True
NEO2236,2025-02-10,270278,13.2,True
NEO2237,2025-05-10,207856,10.5,True
NEO2238,2025-11-03,247506,4.5,True
NEO2239,2025-10-09,68452,8.1,True
NEO2240,2025-02-01,215442,11.9,True
NEO2241,2025-05-12,57800,10.6,False
NEO2242,2025-07-12,119643,13.4,False
NEO2243,2025-01-22,261155,8.4,False
NEO2244,2025-10-05,275324,7.3,False
NEO2245,2025-05-16,131374,5.7,True
NEO2246,2025-05-16,212778,5.4,False
NEO2247,2025-10-26,43283,3.1,False
NEO2248,2025-04-19,260162,8.9,False
NEO2249,2025-03-02,108560,10.6,False
NEO2250,2025-09-08,119341,13.8,True
NEO2251,2025-04-04,297731,6.6,True
NEO2252,2025-06-12,278303,8.9,True
NEO2253,2025-04-16,265340,8.6,True
NEO2254,2025-07-05,153887,14.6,False
NEO2255,2025-04-02,124335,10.9,True
NEO2256,2025-09-05,34321,5.6,False
NEO2257,2025-06-17,198267,9.7,True
NEO2258,2025-08-16,266649,8.9,False
NEO2259,2025-11-19,154073,14.6,False
NEO2260,2025-07-14,244668,9.9,True
NEO2261,2025-08-01,100725,7.1,True
NEO2262,2025-10-01,128091,8.2,False
NEO2263,2025-07-11,186154,9.4,False
NEO2264,2025-11-19,52557,13.3,False
NEO2265,2025-06-23,51164,5.6,True
NEO2266,2025-12-02,202877,3.3,True
NEO2267,2025-12-29,118741,4.4,False
NEO2268,2025-05-15,129436,9.8,False
NEO2269,2025-01-20,112596,9.1,False
NEO2270,2025-01-05,49780,10.7,True
NEO2271,2025-01-20,162873,6.0,False
NEO2272,2025-12-19,42571,4.0,True
NEO2273,2025-05-10,179736,13.0,False
NEO2274,2025-11-06,44881,10.1,False
NEO2275,2025-05-02,99712,10.9,False
NEO2276,2025-08-08,93070,8.5,True
NEO2277,2025-10-09,39834,13.7,True
NEO2278,2025-10-10,225243,15.0,True
NEO2279,2025-04-06,282877,7.2,False
NEO2280,2025-04-28,290608,4.8,False
NEO2281,2025-07-17,145497,7.1,True
NEO2282,2025-07-13,91917,5.2,True
NEO2283,2025-01-02,66183,10.4,True
NEO2284,2025-04-08,74045,5.6,True
NEO2285,2025-11-01,256065,6.9,True
NEO2286,2025-07-17,147327,4.7,True
NEO2287,2025-01-09,212998,14.8,False
NEO2288,2025-09-11,152393,5.3,True
NEO2289,2025-04-30,128381,7.0,True
NEO2290,2025-04-16,113742,4.6,True
NEO2291,2025-01-08,164864,14.6,True
NEO2292,2025-03-19,154579,6.9,False
NEO2293,2025-03-20,252601,5.4,False
NEO2294,2025-12-25,160275,7.1,False
NEO2295,2025-12-03,264867,11.4,True
NEO2296,2025-12-23,237208,11.4,False
NEO2297,2025-04-11,179847,14.5,False
NEO2298,2025-12-14,150939,10.7,True
NEO2299,2025-10-10,225442,14.2,True
NEO2300,2025-06-30,105079,10.2,False
NEO2301,2025-09-01,149676,6.4,True
NEO2302,2025-12-07,203497,3.8,True
NEO2303,2025-05-18,145892,10.0,True
NEO2304,2025-04-21,33363,14.7,True
NEO2305,2025-05-19,31768,14.8,False
NEO2306,2025-07-10,47446,8.3,True
NEO2307,2025-02-21,192334,8.1,False
NEO2308,2025-07-11,144318,4.2,True
NEO2309,2025-07-29,210429,6.4,False
NEO2310,2025-06-07,144478,5.1,False
NEO2311,2025-11-12,212402,8.8,True
NEO2312,2025-07-17,261739,11.8,False
NEO2313,2025-12-19,113092,8.2,True
NEO2314,2025-01-13,199337,14.4,True
NEO2315,2025-04-12,106727,9.2,False
NEO2316,2025-07-23,263192,8.0,False
NEO2317,2025-12-09,231190,9.8,False
NEO2318,2025-09-22,222806,9.5,False
NEO2319,2025-06-27,98740,6.3,True
NEO2320,2025-11-21,247093,10.9,True
NEO2321,2025-02-21,97058,10.8,True
NEO2322,2025-06-30,113771,3.8,True
NEO2323,2025-01-02,179315,9.3,False
NEO2324,2025-11-20,198570,10.0,False
NEO2325,2025-02-03,180483,8.3,True
NEO2326,2025-11-19,94009,6.7,True
NEO2327,2025-02-16,127649,9.2,False
NEO2328,2025-05-01,240930,3.2,True
NEO2329,2025-08-25,162226,11.0,False
NEO2330,2025-04-12,248426,6.4,True
NEO2331,2025-09-24,238796,13.2,True
NEO2332,2025-03-10,107655,5.4,False
NEO2333,2025-03-06,173188,6.4,True
NEO2334,2025-01-13,63747,12.8,False
NEO2335,2025-03-25,175659,8.2,False
NEO2336,2025-09-05,107643,7.6,False
NEO2337,2025-11-21,56195,10.7,False
NEO2338,2025-08-05,297839,10.0,True
NEO2339,2025-09-09,176453,5.3,False
NEO2340,2025-06-17,143128,13.7,True
NEO2341,2025-09-15,57729,6.5,True
NEO2342,2025-08-21,167639,5.6,True
NEO2343,2025-12-19,167097,8.4,False
NEO2344,2025-01-27,215641,3.2,False
NEO2345,2025-01-29,145739,7.7,False
NEO2346,2025-05-22,285807,8.7,False
NEO2347,2025-08-07,66422,9.5,True
NEO2348,2025-11-05,236239,7.9,False
NEO2349,2025-05-25,67441,13.5,True
NEO2350,2025-09-04,280844,6.5,False
NEO2351,2025-06-23,133300,11.4,False
NEO2352,2025-10-10,52249,5.3,False
NEO2353,2025-10-12,230671,7.0,True
NEO2354,2025-04-15,188222,3.1,False
NEO2355,2025-02-25,110931,13.4,True
NEO2356,2025-02-11,181324,11.0,False
NEO2357,2025-03-31,156388,4.3,True
NEO2358,2025-12-20,144691,7.1,True
NEO2359,2025-05-20,66150,8.4,True
NEO2360,2025-05-11,131240,13.5,True
NEO2361,2025-10-17,198240,9.5,False
NEO2362,2025-05-17,127710,12.5,False
NEO2363,2025-07-30,113004,4.8,False
NEO2364,2025-09-14,241633,11.3,True
NEO2365,2025-09-14,83390,10.2,False
NEO2366,2025-06-12,248663,8.4,True
NEO2367,2025-12-01,118612,14.3,False
NEO2368,2025-11-07,97195,10.1,False
NEO2369,2025-01-05,285006,10.8,True
NEO2370,2025-05-09,253161,10.5,False
NEO2371,2025-08-15,70318,11.7,True
NEO2372,2025-12-15,36077,6.0,True
NEO2373,2025-09-09,239442,9.7,False
NEO2374,2025-10-27,270934,3.5,False
NEO2375,2025-01-04,56589,7.3,False
NEO2376,2025-07-13,219721,11.7,True
NEO2377,2025-12-19,279208,12.7,False
NEO2378,2025-10-18,278146,13.6,False
NEO2379,2025-04-08,273689,12.6,False
NEO2380,2025-02-12,96022,14.0,False
NEO2381,2025-11-07,177099,13.7,True
NEO2382,2025-09-01,285711,6.7,True
NEO2383,2025-03-15,243785,5.6,False
NEO2384,2025-05-09,197223,14.5,True
NEO2385,2025-12-20,236370,11.9,True
NEO2386,2025-07-27,123474,4.5,False
NEO2387,2025-11-17,102770,8.8,True
NEO2388,2025-09-29,283954,3.7,False
NEO2389,2025-01-09,166935,11.1,True
NEO2390,2025-07-02,69922,13.3,False
NEO2391,2025-02-21,290036,3.4,True
NEO2392,2025-08-02,196199,8.0,False
NEO2393,2025-05-06,284806,9.5,True
NEO2394,2025-03-08,292298,9.1,True
NEO2395,2025-09-21,67583,7.2,True
NEO2396,2025-06-02,126038,13.8,False
NEO2397,2025-07-17,259472,13.7,False
NEO2398,2025-06-06,139972,5.6,False
NEO2399,2025-11-23,266277,7.0,True
NEO2400,2025-03-14,264270,14.3,False
NEO2401,2025-01-24,202725,3.5,True
NEO2402,2025-04-11,134368,10.7,True
NEO2403,2025-10-15,274159,6.6,True
NEO2404,2025-02-28,115002,8.7,False
NEO2405,2025-07-02,260360,7.7,True
NEO2406,2025-07-21,35841,11.5,True
NEO2407,2025-05-30,198224,11.9,False
NEO2408,2025-06-13,105998,9.8,False
NEO2409,2025-03-26,254547,6.9,True
NEO2410,2025-12-26,33071,5.6,False
NEO2411,2025-03-08,217268,9.1,True
NEO2412,2025-12-14,110669,12.5,False
NEO2413,2025-09-12,71168,5.4,False
NEO2414,2025-08-13,95193,5.1,False
NEO2415,2025-07-01,116129,10.0,False
NEO2416,2025-07-15,82551,11.5,False
NEO2417,2025-09-25,108669,5.6,False
NEO2418,2025-03-17,219280,14.3,False
NEO2419,2025-07-12,235243,12.3,False
NEO2420,2025-04-24,106371,10.6,False
NEO2421,2025-04-04,95307,3.7,False
NEO2422,2025-05-23,252137,9.9,True
NEO2423,2025-12-07,282288,3.8,True
NEO2424,2025-12-13,123826,8.5,False
NEO2425,2025-07-03,212472,7.8,False
NEO2426,2025-03-22,50140,5.8,True
NEO2427,2025-11-25,126559,4.6,True
NEO2428,2025-07-18,158340,4.5,True
NEO2429,2025-12-24,167678,9.5,True
NEO2430,2025-11-09,290144,6.5,True
NEO2431,2025-12-25,248902,13.3,True
NEO2432,2025-05-19,242696,6.5,True
NEO2433,2025-07-25,74407,11.6,False
NEO2434,2025-06-05,158408,9.4,False
NEO2435,2025-03-05,177119,4.8,False
NEO2436,2025-04-17,282845,6.7,True
NEO2437,2025-03-07,275261,7.4,True
NEO2438,2025-05-12,117944,4.2,True
NEO2439,2025-01-15,286574,13.0,True
NEO2440,2025-02-23,53499,12.5,True
NEO2441,2025-08-13,203172,10.2,False
NEO2442,2025-02-01,31775,4.3,True
NEO2443,2025-09-17,100969,5.4,False
NEO2444,2025-12-25,239901,6.6,False
NEO2445,2025-11-13,257842,8.5,False
NEO2446,2025-10-27,35217,6.0,False
NEO2447,2025-09-18,36561,11.4,False
NEO2448,2025-04-18,174060,12.4,False
NEO2449,2025-02-17,276646,12.4,True
NEO2450,2025-12-30,57672,10.4,True
NEO2451,2025-12-30,95667,13.3,False
NEO2452,2025-10-07,202688,6.6,True
NEO2453,2025-07-15,248236,6.3,False
NEO2454,2025-01-16,261109,3.2,True
NEO2455,2025-12-27,30507,7.4,True
NEO2456,2025-06-27,239786,4.4,False
NEO2457,2025-08-09,122595,9.8,False
NEO2458,2025-09-09,37150,3.7,True
NEO2459,2025-02-13,94694,10.3,True
NEO2460,2025-03-31,278717,9.9,False
NEO2461,2025-06-18,172246,11.3,True
NEO2462,2025-07-12,139555,11.8,True
NEO2463,2025-11-05,182756,6.6,True
NEO2464,2025-09-27,297726,3.8,True
NEO2465,2025-09-26,241148,8.9,True
NEO2466,2025-10-28,283587,5.0,True
NEO2467,2025-11-05,250791,5.9,True
NEO2468,2025-05-14,242679,13.7,True
NEO2469,2025-10-18,224392,9.9,True
NEO2470,2025-01-12,34837,10.4,True
NEO2471,2025-04-21,299145,4.7,True
NEO2472,2025-04-14,173237,3.5,False
NEO2473,2025-09-01,133428,7.4,True
NEO2474,2025-10-14,146021,14.3,True
NEO2475,2025-05-17,58806,10.1,True
NEO2476,2025-04-06,227768,7.4,True
NEO2477,2025-03-27,68004,14.5,False
NEO2478,2025-02-09,279631,13.0,False
NEO2479,2025-12-24,263871,5.7,True
NEO2480,2025-05-31,287984,4.5,False
NEO2481,2025-06-13,39811,3.8,False
NEO2482,2025-11-13,58767,4.6,True
NEO2483,2025-02-12,263513,12.4,False
NEO2484,2025-04-29,35346,9.1,False
NEO2485,2025-09-29,100622,4.8,False
NEO2486,2025-06-17,293516,11.9,False
NEO2487,2025-10-30,286628,10.5,False
NEO2488,2025-11-07,133143,4.1,False
NEO2489,2025-04-16,132867,8.2,True
NEO2490,2025-04-25,141861,10.9,False
NEO2491,2025-02-11,98003,5.0,False
NEO2492,2025-12-20,105744,8.1,False
NEO2493,2025-03-08,211633,4.7,False
NEO2494,2025-09-20,233255,9.3,True
NEO2495,2025-01-16,234870,4.1,True
NEO2496,2025-03-06,257763,6.6,True
NEO2497,2025-04-22,259792,7.1,False
NEO2498,2025-01-09,122711,9.5,True
NEO2499,2025-01-29,216547,8.9,False
NEO2500,2025-04-05,83736,9.7,False
NEO2501,2025-09-28,232172,11.5,True
NEO2502,2025-12-31,255956,9.1,False
NEO2503,2025-01-26,151609,13.6,True
NEO2504,2025-12-25,254184,10.4,True
NEO2505,2025-07-26,121649,8.3,True
NEO2506,2025-08-24,214919,13.9,True
NEO2507,2025-10-16,186842,12.9,True
NEO2508,2025-09-25,253106,7.0,True
NEO2509,2025-09-19,200021,4.9,True
NEO2510,2025-09-07,31027,6.6,False
NEO2511,2025-06-20,224664,6.2,False
NEO2512,2025-12-22,200140,11.3,False
NEO2513,2025-01-13,89731,4.7,True
NEO2514,2025-01-16,117343,8.1,True
NEO2515,2025-01-31,117468,9.3,False
NEO2516,2025-06-15,142442,14.2,True
NEO2517,2025-10-12,120395,4.9,True
NEO2518,2025-09-24,112612,10.8,False
NEO2519,2025-03-30,298213,7.9,True
NEO2520,2025-01-16,286874,14.6,False
NEO2521,2025-06-22,299634,8.8,False
NEO2522,2025-10-07,247645,11.1,True
NEO2523,2025-08-19,231634,3.8,False
NEO2524,2025-12-17,178870,3.2,True
NEO2525,2025-05-16,195847,13.3,False
NEO2526,2025-08-31,59231,4.0,False
NEO2527,2025-02-04,155289,9.4,True
NEO2528,2025-12-04,174609,14.6,False
NEO2529,2025-04-10,96996,6.3,False
NEO2530,2025-12-09,38061,13.3,False
NEO2531,2025-03-19,46490,12.8,False
NEO2532,2025-04-25,197980,6.2,False
NEO2533,2025-06-30,98347,12.5,False
NEO2534,2025-11-24,110695,12.2,True
NEO2535,2025-06-19,244106,13.3,True
NEO2536,2025-12-06,148429,7.4,True
NEO2537,2025-11-04,209325,11.3,False
NEO2538,2025-07-29,50772,13.7,True
NEO2539,2025-05-02,136454,13.5,False
NEO2540,2025-03-17,282820,8.6,True
NEO2541,2025-12-24,178533,13.8,True
NEO2542,2025-12-19,114781,11.2,True
NEO2543,2025-04-09,70722,14.6,False
NEO2544,2025-10-08,46650,6.5,False
NEO2545,2025-07-16,48612,13.5,True
NEO2546,2025-04-01,244639,10.9,False
NEO2547,2025-06-19,34144,8.8,True
NEO2548,2025-03-21,121332,3.6,False
NEO2549,2025-12-30,288367,11.0,True
NEO2550,2025-10-27,185133,8.4,True
NEO2551,2025-02-01,84046,8.7,False
NEO2552,2025-03-13,43456,6.1,False
NEO2553,2025-05-02,284390,4.6,False
NEO2554,2025-05-23,62846,11.1,True
NEO2555,2025-03-25,65281,8.8,True
NEO2556,2025-11-19,185377,6.6,True
NEO2557,2025-11-14,37232,9.3,False
NEO2558,2025-07-02,102134,4.4,False
NEO2559,2025-07-08,251533,11.2,False
NEO2560,2025-09-19,117558,11.4,True
NEO2561,2025-08-17,204828,6.9,True
NEO2562,2025-09-21,160409,14.1,True
NEO2563,2025-09-11,235114,11.9,True
NEO2564,2025-07-12,33570,12.3,True
NEO2565,2025-06-18,81277,14.9,False
NEO2566,2025-09-09,39658,12.0,True
NEO2567,2025-04-07,177734,7.0,False
NEO2568,2025-04-18,278351,7.0,True
NEO2569,2025-11-03,231223,11.4,True
NEO2570,2025-08-24,247471,3.8,True
NEO2571,2025-06-27,109013,12.6,False
NEO2572,2025-07-25,271332,4.3,False
NEO2573,2025-06-02,249852,6.6,False
NEO2574,2025-07-17,41968,14.7,False
NEO2575,2025-06-25,144623,14.0,False
NEO2576,2025-09-13,171957,6.7,True
NEO2577,2025-03-04,285788,6.0,True
NEO2578,2025-07-10,266589,10.1,False
NEO2579,2025-05-12,53672,13.4,True
NEO2580,2025-09-06,218768,9.9,True
NEO2581,2025-06-08,251228,13.1,False
